stateID=4, vehicleID=311, distance to caller=13.341664064126334
stateID=4, vehicleID=78, distance to caller=1.4142135623730951
stateID=4, vehicleID=320, distance to caller=4.47213595499958
stateID=4, vehicleID=267, distance to caller=6.324555320336759
stateID=4, vehicleID=196, distance to caller=11.180339887498949
stateID=4, vehicleID=11, distance to caller=18.0
stateID=4, vehicleID=251, distance to caller=23.430749027719962
stateID=4, vehicleID=132, distance to caller=10.04987562112089
stateID=4, vehicleID=59, distance to caller=8.602325267042627
stateID=4, vehicleID=272, distance to caller=8.94427190999916
stateID=4, vehicleID=397, distance to caller=26.248809496813376
stateID=4, vehicleID=279, distance to caller=26.0
stateID=4, vehicleID=387, distance to caller=6.708203932499369
stateID=4, vehicleID=213, distance to caller=24.041630560342615
stateID=4, vehicleID=141, distance to caller=56.302753041036986
TaxiRequest(stateID=4, locationX=-28, locationY=-16) cannot be statisfied.
TaxiRequest(stateID=4, locationX=-20, locationY=18) cannot be statisfied.
stateID=5, vehicleID=38, distance to caller=3.1622776601683795
stateID=5, vehicleID=362, distance to caller=1.0
stateID=5, vehicleID=135, distance to caller=3.605551275463989
stateID=5, vehicleID=383, distance to caller=2.23606797749979
stateID=5, vehicleID=52, distance to caller=2.0
stateID=5, vehicleID=213, distance to caller=2.8284271247461903
stateID=5, vehicleID=344, distance to caller=4.0
stateID=5, vehicleID=88, distance to caller=6.4031242374328485
stateID=5, vehicleID=206, distance to caller=2.23606797749979
stateID=5, vehicleID=272, distance to caller=2.23606797749979
stateID=5, vehicleID=380, distance to caller=1.0
stateID=5, vehicleID=259, distance to caller=4.123105625617661
stateID=5, vehicleID=288, distance to caller=0.0
stateID=5, vehicleID=66, distance to caller=4.123105625617661
stateID=5, vehicleID=170, distance to caller=2.23606797749979
stateID=5, vehicleID=33, distance to caller=3.0
stateID=5, vehicleID=78, distance to caller=2.23606797749979
stateID=5, vehicleID=174, distance to caller=5.385164807134504
stateID=5, vehicleID=254, distance to caller=2.8284271247461903
stateID=5, vehicleID=231, distance to caller=2.0
stateID=5, vehicleID=73, distance to caller=0.0
stateID=5, vehicleID=391, distance to caller=2.8284271247461903
stateID=5, vehicleID=161, distance to caller=4.47213595499958
stateID=5, vehicleID=124, distance to caller=4.123105625617661
stateID=5, vehicleID=282, distance to caller=8.06225774829855
stateID=5, vehicleID=276, distance to caller=6.082762530298219
stateID=5, vehicleID=162, distance to caller=1.0
stateID=5, vehicleID=397, distance to caller=7.615773105863909
stateID=5, vehicleID=71, distance to caller=5.0
stateID=5, vehicleID=180, distance to caller=2.8284271247461903
stateID=5, vehicleID=133, distance to caller=2.8284271247461903
stateID=5, vehicleID=330, distance to caller=6.0
stateID=5, vehicleID=281, distance to caller=3.1622776601683795
stateID=5, vehicleID=378, distance to caller=3.1622776601683795
stateID=5, vehicleID=86, distance to caller=2.0
stateID=5, vehicleID=59, distance to caller=5.830951894845301
stateID=5, vehicleID=58, distance to caller=1.4142135623730951
stateID=5, vehicleID=284, distance to caller=3.605551275463989
stateID=5, vehicleID=365, distance to caller=1.0
stateID=5, vehicleID=165, distance to caller=6.324555320336759
stateID=5, vehicleID=328, distance to caller=0.0
stateID=5, vehicleID=242, distance to caller=4.47213595499958
stateID=5, vehicleID=370, distance to caller=3.1622776601683795
stateID=5, vehicleID=283, distance to caller=5.0990195135927845
stateID=5, vehicleID=29, distance to caller=3.605551275463989
stateID=5, vehicleID=68, distance to caller=6.4031242374328485
stateID=5, vehicleID=136, distance to caller=9.055385138137417
stateID=5, vehicleID=347, distance to caller=1.0
stateID=5, vehicleID=310, distance to caller=5.0
stateID=5, vehicleID=98, distance to caller=7.0710678118654755
stateID=5, vehicleID=320, distance to caller=2.8284271247461903
stateID=5, vehicleID=244, distance to caller=4.47213595499958
stateID=5, vehicleID=57, distance to caller=3.0
stateID=5, vehicleID=372, distance to caller=10.0
stateID=5, vehicleID=200, distance to caller=6.4031242374328485
stateID=5, vehicleID=263, distance to caller=6.708203932499369
stateID=5, vehicleID=271, distance to caller=5.0
stateID=5, vehicleID=360, distance to caller=1.0
stateID=5, vehicleID=163, distance to caller=0.0
stateID=5, vehicleID=234, distance to caller=4.47213595499958
stateID=5, vehicleID=311, distance to caller=4.242640687119285
stateID=5, vehicleID=84, distance to caller=5.830951894845301
stateID=5, vehicleID=338, distance to caller=7.280109889280518
stateID=5, vehicleID=127, distance to caller=4.123105625617661
stateID=5, vehicleID=92, distance to caller=4.242640687119285
stateID=5, vehicleID=273, distance to caller=6.4031242374328485
stateID=5, vehicleID=150, distance to caller=0.0
stateID=5, vehicleID=99, distance to caller=10.0
stateID=5, vehicleID=141, distance to caller=8.246211251235321
stateID=5, vehicleID=286, distance to caller=2.8284271247461903
stateID=5, vehicleID=202, distance to caller=2.23606797749979
stateID=5, vehicleID=177, distance to caller=3.1622776601683795
stateID=5, vehicleID=227, distance to caller=2.0
stateID=5, vehicleID=122, distance to caller=5.0
stateID=5, vehicleID=28, distance to caller=3.1622776601683795
stateID=5, vehicleID=260, distance to caller=9.486832980505138
stateID=5, vehicleID=375, distance to caller=1.4142135623730951
stateID=5, vehicleID=222, distance to caller=3.1622776601683795
stateID=5, vehicleID=262, distance to caller=2.23606797749979
stateID=5, vehicleID=399, distance to caller=0.0
stateID=5, vehicleID=343, distance to caller=2.0
stateID=5, vehicleID=304, distance to caller=4.123105625617661
stateID=5, vehicleID=39, distance to caller=22.47220505424423
stateID=5, vehicleID=196, distance to caller=13.038404810405298
stateID=5, vehicleID=61, distance to caller=13.601470508735444
stateID=5, vehicleID=175, distance to caller=1.0
stateID=5, vehicleID=251, distance to caller=2.0
stateID=5, vehicleID=164, distance to caller=13.0
stateID=5, vehicleID=382, distance to caller=10.816653826391969
stateID=5, vehicleID=69, distance to caller=14.866068747318506
stateID=5, vehicleID=238, distance to caller=17.46424919657298
stateID=5, vehicleID=341, distance to caller=17.4928556845359
stateID=5, vehicleID=16, distance to caller=32.01562118716424
stateID=5, vehicleID=54, distance to caller=5.0
stateID=5, vehicleID=331, distance to caller=5.830951894845301
stateID=5, vehicleID=291, distance to caller=3.605551275463989
stateID=5, vehicleID=287, distance to caller=4.47213595499958
stateID=5, vehicleID=181, distance to caller=3.605551275463989
stateID=5, vehicleID=274, distance to caller=23.40939982143925
stateID=5, vehicleID=50, distance to caller=27.85677655436824
stateID=5, vehicleID=11, distance to caller=7.211102550927978
stateID=5, vehicleID=173, distance to caller=9.0
stateID=5, vehicleID=132, distance to caller=1.0
stateID=5, vehicleID=212, distance to caller=2.23606797749979
stateID=5, vehicleID=128, distance to caller=13.892443989449804
stateID=5, vehicleID=15, distance to caller=12.649110640673518
stateID=5, vehicleID=267, distance to caller=14.142135623730951
stateID=6, vehicleID=286, distance to caller=2.23606797749979
stateID=6, vehicleID=28, distance to caller=6.4031242374328485
stateID=6, vehicleID=29, distance to caller=1.0
stateID=6, vehicleID=311, distance to caller=14.142135623730951
stateID=6, vehicleID=16, distance to caller=2.0
stateID=6, vehicleID=210, distance to caller=1.4142135623730951
stateID=6, vehicleID=399, distance to caller=17.46424919657298
stateID=6, vehicleID=88, distance to caller=3.1622776601683795
stateID=6, vehicleID=304, distance to caller=3.1622776601683795
stateID=6, vehicleID=180, distance to caller=12.529964086141668
stateID=6, vehicleID=175, distance to caller=12.649110640673518
stateID=6, vehicleID=11, distance to caller=8.246211251235321
stateID=6, vehicleID=242, distance to caller=3.605551275463989
stateID=6, vehicleID=61, distance to caller=9.433981132056603
stateID=6, vehicleID=164, distance to caller=7.211102550927978
stateID=6, vehicleID=365, distance to caller=17.08800749063506
stateID=6, vehicleID=362, distance to caller=9.219544457292887
stateID=6, vehicleID=124, distance to caller=28.42534080710379
stateID=7, vehicleID=276, distance to caller=4.0
stateID=7, vehicleID=73, distance to caller=5.0990195135927845
stateID=7, vehicleID=272, distance to caller=4.0
stateID=7, vehicleID=180, distance to caller=5.830951894845301
stateID=7, vehicleID=238, distance to caller=2.8284271247461903
stateID=7, vehicleID=50, distance to caller=9.433981132056603
stateID=7, vehicleID=202, distance to caller=7.280109889280518
stateID=7, vehicleID=234, distance to caller=3.1622776601683795
stateID=7, vehicleID=127, distance to caller=6.324555320336759
stateID=7, vehicleID=178, distance to caller=4.47213595499958
stateID=7, vehicleID=61, distance to caller=8.06225774829855
stateID=7, vehicleID=16, distance to caller=1.0
stateID=7, vehicleID=327, distance to caller=4.123105625617661
stateID=7, vehicleID=11, distance to caller=9.219544457292887
stateID=7, vehicleID=33, distance to caller=4.47213595499958
stateID=7, vehicleID=135, distance to caller=5.830951894845301
stateID=7, vehicleID=399, distance to caller=2.23606797749979
stateID=7, vehicleID=231, distance to caller=7.615773105863909
stateID=7, vehicleID=282, distance to caller=8.246211251235321
stateID=7, vehicleID=211, distance to caller=7.0710678118654755
stateID=7, vehicleID=360, distance to caller=3.1622776601683795
stateID=7, vehicleID=133, distance to caller=2.23606797749979
stateID=7, vehicleID=165, distance to caller=14.866068747318506
stateID=7, vehicleID=262, distance to caller=5.656854249492381
stateID=7, vehicleID=304, distance to caller=15.811388300841896
stateID=7, vehicleID=391, distance to caller=7.0
stateID=7, vehicleID=251, distance to caller=4.242640687119285
stateID=7, vehicleID=170, distance to caller=5.0
stateID=7, vehicleID=331, distance to caller=21.470910553583888
stateID=7, vehicleID=162, distance to caller=8.0
stateID=7, vehicleID=244, distance to caller=38.3275357934736
stateID=7, vehicleID=380, distance to caller=13.038404810405298
stateID=7, vehicleID=39, distance to caller=32.31098884280702
stateID=7, vehicleID=160, distance to caller=7.211102550927978
stateID=7, vehicleID=68, distance to caller=5.0990195135927845
stateID=7, vehicleID=54, distance to caller=8.06225774829855
stateID=7, vehicleID=291, distance to caller=10.770329614269007
stateID=7, vehicleID=150, distance to caller=8.602325267042627
stateID=7, vehicleID=362, distance to caller=25.495097567963924
stateID=7, vehicleID=141, distance to caller=13.92838827718412
stateID=7, vehicleID=330, distance to caller=19.026297590440446
stateID=7, vehicleID=382, distance to caller=13.038404810405298
stateID=7, vehicleID=57, distance to caller=2.0
stateID=7, vehicleID=206, distance to caller=10.816653826391969
stateID=7, vehicleID=259, distance to caller=14.317821063276353
stateID=7, vehicleID=284, distance to caller=14.0
stateID=7, vehicleID=69, distance to caller=18.681541692269406
TaxiRequest(stateID=7, locationX=-2, locationY=-25) cannot be statisfied.
TaxiRequest(stateID=7, locationX=30, locationY=-15) cannot be statisfied.
TaxiRequest(stateID=7, locationX=6, locationY=-27) cannot be statisfied.
TaxiRequest(stateID=7, locationX=12, locationY=-20) cannot be statisfied.
TaxiRequest(stateID=7, locationX=-3, locationY=-15) cannot be statisfied.
TaxiRequest(stateID=7, locationX=-26, locationY=3) cannot be statisfied.
TaxiRequest(stateID=7, locationX=-10, locationY=16) cannot be statisfied.
TaxiRequest(stateID=7, locationX=31, locationY=-1) cannot be statisfied.
stateID=8, vehicleID=362, distance to caller=4.123105625617661
stateID=8, vehicleID=320, distance to caller=1.4142135623730951
stateID=8, vehicleID=288, distance to caller=2.23606797749979
stateID=8, vehicleID=282, distance to caller=2.8284271247461903
stateID=8, vehicleID=286, distance to caller=1.4142135623730951
stateID=8, vehicleID=59, distance to caller=8.54400374531753
stateID=8, vehicleID=92, distance to caller=3.1622776601683795
stateID=8, vehicleID=276, distance to caller=3.605551275463989
stateID=8, vehicleID=210, distance to caller=1.4142135623730951
stateID=8, vehicleID=136, distance to caller=3.605551275463989
stateID=8, vehicleID=304, distance to caller=5.0990195135927845
stateID=8, vehicleID=66, distance to caller=4.47213595499958
stateID=8, vehicleID=61, distance to caller=3.605551275463989
stateID=8, vehicleID=16, distance to caller=4.47213595499958
stateID=8, vehicleID=202, distance to caller=3.605551275463989
stateID=8, vehicleID=378, distance to caller=5.0
stateID=8, vehicleID=281, distance to caller=2.0
stateID=8, vehicleID=99, distance to caller=4.47213595499958
stateID=8, vehicleID=127, distance to caller=8.0
stateID=8, vehicleID=86, distance to caller=3.1622776601683795
stateID=8, vehicleID=372, distance to caller=2.23606797749979
stateID=8, vehicleID=122, distance to caller=4.47213595499958
stateID=8, vehicleID=397, distance to caller=5.0
stateID=8, vehicleID=128, distance to caller=4.123105625617661
stateID=8, vehicleID=102, distance to caller=1.4142135623730951
stateID=8, vehicleID=57, distance to caller=3.605551275463989
stateID=8, vehicleID=141, distance to caller=5.0
stateID=8, vehicleID=260, distance to caller=3.1622776601683795
stateID=8, vehicleID=28, distance to caller=7.0710678118654755
stateID=8, vehicleID=267, distance to caller=2.0
stateID=8, vehicleID=383, distance to caller=6.708203932499369
stateID=8, vehicleID=135, distance to caller=1.4142135623730951
stateID=8, vehicleID=344, distance to caller=4.47213595499958
stateID=8, vehicleID=124, distance to caller=7.615773105863909
stateID=8, vehicleID=213, distance to caller=3.605551275463989
stateID=8, vehicleID=327, distance to caller=5.0
stateID=8, vehicleID=254, distance to caller=4.0
stateID=8, vehicleID=341, distance to caller=11.180339887498949
stateID=8, vehicleID=231, distance to caller=2.23606797749979
stateID=8, vehicleID=52, distance to caller=5.385164807134504
stateID=8, vehicleID=391, distance to caller=9.055385138137417
stateID=8, vehicleID=375, distance to caller=2.23606797749979
stateID=8, vehicleID=78, distance to caller=4.47213595499958
stateID=8, vehicleID=165, distance to caller=13.038404810405298
stateID=8, vehicleID=291, distance to caller=2.8284271247461903
stateID=8, vehicleID=196, distance to caller=15.556349186104045
stateID=8, vehicleID=11, distance to caller=17.029386365926403
stateID=8, vehicleID=234, distance to caller=7.211102550927978
stateID=8, vehicleID=287, distance to caller=7.810249675906654
stateID=8, vehicleID=251, distance to caller=3.605551275463989
stateID=8, vehicleID=50, distance to caller=8.602325267042627
stateID=8, vehicleID=162, distance to caller=5.0
stateID=8, vehicleID=177, distance to caller=7.0710678118654755
stateID=8, vehicleID=160, distance to caller=1.0
stateID=8, vehicleID=382, distance to caller=21.400934559032695
stateID=8, vehicleID=212, distance to caller=10.816653826391969
stateID=8, vehicleID=273, distance to caller=5.0990195135927845
stateID=8, vehicleID=132, distance to caller=18.439088914585774
stateID=8, vehicleID=15, distance to caller=13.038404810405298
stateID=8, vehicleID=164, distance to caller=5.385164807134504
stateID=8, vehicleID=310, distance to caller=8.06225774829855
stateID=8, vehicleID=88, distance to caller=8.94427190999916
stateID=8, vehicleID=161, distance to caller=5.0
stateID=8, vehicleID=380, distance to caller=11.0
stateID=8, vehicleID=360, distance to caller=12.083045973594572
stateID=8, vehicleID=211, distance to caller=14.422205101855956
stateID=8, vehicleID=98, distance to caller=29.206163733020468
stateID=8, vehicleID=180, distance to caller=13.601470508735444
stateID=8, vehicleID=399, distance to caller=17.46424919657298
stateID=8, vehicleID=336, distance to caller=38.01315561749642
stateID=8, vehicleID=385, distance to caller=59.033888572581766
stateID=8, vehicleID=71, distance to caller=49.8196748283246
stateID=8, vehicleID=175, distance to caller=50.60632371551998
stateID=8, vehicleID=279, distance to caller=30.528675044947494
TaxiRequest(stateID=8, locationX=-6, locationY=23) cannot be statisfied.
TaxiRequest(stateID=8, locationX=0, locationY=-20) cannot be statisfied.
